ID,AGENCY_CODE,PROJ_CODE,S_ID,O_ID,H_NO,O_LATITUDE_GDA,O_LONGITUDE_GDA,O_WA_SOILGRP_CODE,H_TEXTURE,P_HCO3_,P_HCO3_1,P_HCO3_2,P_HCO3_3,P_HCO3_4,P_any_,P_buff_,P_buff_1,P_buff_2,P_buffany,ENT_DESC,PROP_DESC,LAND_USE_DESCRIPTION,LU_SEL
501_DAN_0845_1,501,DAN,0845,1,2,-30.30407,115.583572,302,LFS,34,,,,,34,,,,,Agricultural,Rural,SHEEP,2
501_DAN_0845_1,501,DAN,0845,1,3,-30.30407,115.583572,302,GR,3,,,,,3,,,,,Agricultural,Rural,SHEEP,2
501_DAN_0845_1,501,DAN,0845,1,4,-30.30407,115.583572,302,FSCL,1,,,,,1,,,,,Agricultural,Rural,SHEEP,2
501_DAN_0845_1,501,DAN,0845,1,4,-30.30407,115.583572,302,FSCL,1,,,,,1,,,,,Agricultural,Rural,SHEEP,2
501_DAN_0845_1,501,DAN,0845,1,1,-30.30407,115.583572,302,LFS,61,,,,,61,,,,,Agricultural,Rural,CATTLE,2
501_DAN_0845_1,501,DAN,0845,1,2,-30.30407,115.583572,302,LFS,34,,,,,34,,,,,Agricultural,Rural,CATTLE,2
501_DAN_0845_1,501,DAN,0845,1,3,-30.30407,115.583572,302,GR,3,,,,,3,,,,,Agricultural,Rural,CATTLE,2
501_DAN_0845_1,501,DAN,0845,1,4,-30.30407,115.583572,302,FSCL,1,,,,,1,,,,,Agricultural,Rural,CATTLE,2
501_DAN_0845_1,501,DAN,0845,1,4,-30.30407,115.583572,302,FSCL,1,,,,,1,,,,,Agricultural,Rural,CATTLE,2
501_DAN_0849_1,501,DAN,0849,1,5,-30.657868,115.709313,444,SS,8,,,,,8,,,,,Agricultural,Rural,WHEAT,2
