ID,AGENCY_CODE,PROJ_CODE,S_ID,O_ID,H_NO,O_LATITUDE_GDA,O_LONGITUDE_GDA,O_WA_SOILGRP_CODE,H_TEXTURE,Method,P_HCO3_,P_HCO3_1,P_HCO3_2,P_HCO3_3,P_HCO3_4,P_any_,P_buff_,P_buff_1,P_buff_2,P_buffany,ENT_DESC,PROP_DESC,LAND_USE_DESCRIPTION,LU_SEL
501_REF_ESP04_1,501,REF,ESP04,1,2,-33.870796,121.739952,442,FS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_ESP04_1,501,REF,ESP04,1,5,-33.870796,121.739952,442,FS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_GTN01_1,501,REF,GTN01,1,4,-28.530461,114.746157,446,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN01_1,501,REF,GTN01,1,5,-28.530461,114.746157,446,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN01_1,501,REF,GTN01,1,3,-28.530461,114.746157,446,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN01_1,501,REF,GTN01,1,2,-28.530461,114.746157,446,S,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN01_1,501,REF,GTN01,1,1,-28.530461,114.746157,446,LS,9B1,2,,,,,2,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN01_1,501,REF,GTN01,1,6,-28.530461,114.746157,446,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN02_1,501,REF,GTN02,1,1,-28.524239,114.746392,505,SL,9B1,3,,,,,3,,,,,Not Applicable,Road,,3
501_REF_GTN02_1,501,REF,GTN02,1,2,-28.524239,114.746392,505,SL,9B1,2,,,,,2,,,,,Not Applicable,Road,,3
501_REF_GTN02_1,501,REF,GTN02,1,3,-28.524239,114.746392,505,SL,9B1,1,,,,,1,,,,,Not Applicable,Road,,3
501_REF_GTN02_1,501,REF,GTN02,1,4,-28.524239,114.746392,505,SL,9B1,1,,,,,1,,,,,Not Applicable,Road,,3
501_REF_GTN02_1,501,REF,GTN02,1,5,-28.524239,114.746392,505,SL,9B1,1,,,,,1,,,,,Not Applicable,Road,,3
501_REF_GTN02_1,501,REF,GTN02,1,6,-28.524239,114.746392,505,SC,9B1,1,,,,,1,,,,,Not Applicable,Road,,3
501_REF_GTN03_1,501,REF,GTN03,1,1,-28.52637,114.749718,407,LS,9B1,2,,,,,2,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN03_1,501,REF,GTN03,1,7,-28.52637,114.749718,407,SC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN03_1,501,REF,GTN03,1,6,-28.52637,114.749718,407,SC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN03_1,501,REF,GTN03,1,5,-28.52637,114.749718,407,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN03_1,501,REF,GTN03,1,2,-28.52637,114.749718,407,LS,9B1,2,,,,,2,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN03_1,501,REF,GTN03,1,4,-28.52637,114.749718,407,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN03_1,501,REF,GTN03,1,3,-28.52637,114.749718,407,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FLORA RESERVES,3
501_REF_GTN04_1,501,REF,GTN04,1,1,-28.545285,114.769197,463,LS,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
501_REF_GTN04_1,501,REF,GTN04,1,2,-28.545285,114.769197,463,LS,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
501_REF_GTN04_1,501,REF,GTN04,1,3,-28.545285,114.769197,463,LS,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
501_REF_GTN04_1,501,REF,GTN04,1,4,-28.545285,114.769197,463,SL,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
501_REF_GTN04_1,501,REF,GTN04,1,5,-28.545285,114.769197,463,SCL,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
501_REF_GTN04_1,501,REF,GTN04,1,6,-28.545285,114.769197,463,SC,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
501_REF_GTN04_1,501,REF,GTN04,1,7,-28.545285,114.769197,463,MC,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
501_REF_GTN11_1,501,REF,GTN11,1,2,-29.313442,115.563385,406,LS,9B1,1,,,,,1,,,,,Non Agricultural Land,Reserve,,5
501_REF_GTN11_1,501,REF,GTN11,1,5,-29.313442,115.563385,406,MC,9B1,1,,,,,1,,,,,Non Agricultural Land,Reserve,,5
501_REF_GTN11_1,501,REF,GTN11,1,6,-29.313442,115.563385,406,MC,9B1,1,,,,,1,,,,,Non Agricultural Land,Reserve,,5
501_REF_GTN11_1,501,REF,GTN11,1,1,-29.313442,115.563385,406,LS,9B1,2,,,,,2,,,,,Non Agricultural Land,Reserve,,5
501_REF_GTN11_1,501,REF,GTN11,1,4,-29.313442,115.563385,406,MC,9B1,2,,,,,2,,,,,Non Agricultural Land,Reserve,,5
501_REF_GTN11_1,501,REF,GTN11,1,3,-29.313442,115.563385,406,LS,9B1,1,,,,,1,,,,,Non Agricultural Land,Reserve,,5
501_REF_GTN12_1,501,REF,GTN12,1,1,-29.136834,115.517435,503,L,9B1,6,,,,,6,,,,,Not Applicable,Reserve,,3
501_REF_GTN12_1,501,REF,GTN12,1,2,-29.136834,115.517435,503,CL,9B1,6,,,,,6,,,,,Not Applicable,Reserve,,3
501_REF_GTN12_1,501,REF,GTN12,1,3,-29.136834,115.517435,503,MC,9B1,4,,,,,4,,,,,Not Applicable,Reserve,,3
501_REF_GTN12_1,501,REF,GTN12,1,4,-29.136834,115.517435,503,MC,9B1,3,,,,,3,,,,,Not Applicable,Reserve,,3
501_REF_GTN12_1,501,REF,GTN12,1,5,-29.136834,115.517435,503,MC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_GTN12_1,501,REF,GTN12,1,6,-29.136834,115.517435,503,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_GTN13_1,501,REF,GTN13,1,2,-29.340352,116.164364,544,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_GTN13_1,501,REF,GTN13,1,5,-29.340352,116.164364,544,CL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_GTN13_1,501,REF,GTN13,1,3,-29.340352,116.164364,544,SL,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_GTN13_1,501,REF,GTN13,1,1,-29.340352,116.164364,544,SL,9B1,3,,,,,3,,,,,Not Applicable,Reserve,,3
501_REF_GTN13_1,501,REF,GTN13,1,4,-29.340352,116.164364,544,SCL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER01_1,501,REF,JER01,1,1,-33.493584,118.980122,508,SL,9B1,4,,,,,4,,,,,Not Applicable,Reserve,,3
501_REF_JER01_1,501,REF,JER01,1,2,-33.493584,118.980122,508,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER01_1,501,REF,JER01,1,3,-33.493584,118.980122,508,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER01_1,501,REF,JER01,1,4,-33.493584,118.980122,508,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER01_1,501,REF,JER01,1,5,-33.493584,118.980122,508,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER02_1,501,REF,JER02,1,2,-33.493321,118.94546,622,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER02_1,501,REF,JER02,1,6,-33.493321,118.94546,622,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER02_1,501,REF,JER02,1,5,-33.493321,118.94546,622,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER02_1,501,REF,JER02,1,1,-33.493321,118.94546,622,LC,9B1,3,,,,,3,,,,,Not Applicable,Reserve,,3
501_REF_JER02_1,501,REF,JER02,1,4,-33.493321,118.94546,622,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER02_1,501,REF,JER02,1,3,-33.493321,118.94546,622,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER03_1,501,REF,JER03,1,1,-33.491773,118.880136,408,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER03_1,501,REF,JER03,1,2,-33.491773,118.880136,408,SC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER03_1,501,REF,JER03,1,3,-33.491773,118.880136,408,SC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER03_1,501,REF,JER03,1,4,-33.491773,118.880136,408,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER04_1,501,REF,JER04,1,3,-33.495242,118.855524,462,SCL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER04_1,501,REF,JER04,1,6,-33.495242,118.855524,462,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER04_1,501,REF,JER04,1,4,-33.495242,118.855524,462,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER04_1,501,REF,JER04,1,2,-33.495242,118.855524,462,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER04_1,501,REF,JER04,1,1,-33.495242,118.855524,462,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER04_1,501,REF,JER04,1,5,-33.495242,118.855524,462,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER05_1,501,REF,JER05,1,1,-33.714267,118.745249,401,S,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER05_1,501,REF,JER05,1,2,-33.714267,118.745249,401,S,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER05_1,501,REF,JER05,1,3,-33.714267,118.745249,401,S,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_JER05_1,501,REF,JER05,1,4,-33.714267,118.745249,401,S,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER05_1,501,REF,JER05,1,5,-33.714267,118.745249,401,SLC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER05_1,501,REF,JER05,1,6,-33.714267,118.745249,401,SC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER06_1,501,REF,JER06,1,3,-33.826565,119.261727,408,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER06_1,501,REF,JER06,1,4,-33.826565,119.261727,408,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER06_1,501,REF,JER06,1,1,-33.826565,119.261727,408,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_JER06_1,501,REF,JER06,1,2,-33.826565,119.261727,408,MC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KELL01_1,501,REF,KELL01,1,1,-31.412095,117.7559,462,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL01_1,501,REF,KELL01,1,2,-31.412095,117.7559,462,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL01_1,501,REF,KELL01,1,3,-31.412095,117.7559,462,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL01_1,501,REF,KELL01,1,4,-31.412095,117.7559,462,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL01_1,501,REF,KELL01,1,5,-31.412095,117.7559,462,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL01_1,501,REF,KELL01,1,6,-31.412095,117.7559,462,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL02_1,501,REF,KELL02,1,3,-31.409807,117.761352,303,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL02_1,501,REF,KELL02,1,6,-31.409807,117.761352,303,SCL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL02_1,501,REF,KELL02,1,4,-31.409807,117.761352,303,SCL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL02_1,501,REF,KELL02,1,2,-31.409807,117.761352,303,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL02_1,501,REF,KELL02,1,1,-31.409807,117.761352,303,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL02_1,501,REF,KELL02,1,5,-31.409807,117.761352,303,SCL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL03_1,501,REF,KELL03,1,1,-31.396208,117.757245,501,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL03_1,501,REF,KELL03,1,2,-31.396208,117.757245,501,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL03_1,501,REF,KELL03,1,3,-31.396208,117.757245,501,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL03_1,501,REF,KELL03,1,4,-31.396208,117.757245,501,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL03_1,501,REF,KELL03,1,5,-31.396208,117.757245,501,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL03_1,501,REF,KELL03,1,6,-31.396208,117.757245,501,SCL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL04_1,501,REF,KELL04,1,3,-31.402055,117.760132,407,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL04_1,501,REF,KELL04,1,6,-31.402055,117.760132,407,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL04_1,501,REF,KELL04,1,4,-31.402055,117.760132,407,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL04_1,501,REF,KELL04,1,1,-31.402055,117.760132,407,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL04_1,501,REF,KELL04,1,2,-31.402055,117.760132,407,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL04_1,501,REF,KELL04,1,5,-31.402055,117.760132,407,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL05_1,501,REF,KELL05,1,1,-31.423534,117.774194,408,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL05_1,501,REF,KELL05,1,2,-31.423534,117.774194,408,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL05_1,501,REF,KELL05,1,3,-31.423534,117.774194,408,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL05_1,501,REF,KELL05,1,4,-31.423534,117.774194,408,SCL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL05_1,501,REF,KELL05,1,5,-31.423534,117.774194,408,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL05_1,501,REF,KELL05,1,6,-31.423534,117.774194,408,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL05_1,501,REF,KELL05,1,7,-31.423534,117.774194,408,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL06_1,501,REF,KELL06,1,1,-31.409635,117.775026,602,LC,9B1,12,,,,,12,,,,,Not Applicable,Reserve,,3
501_REF_KELL06_1,501,REF,KELL06,1,6,-31.409635,117.775026,602,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL06_1,501,REF,KELL06,1,5,-31.409635,117.775026,602,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL06_1,501,REF,KELL06,1,4,-31.409635,117.775026,602,MC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KELL06_1,501,REF,KELL06,1,2,-31.409635,117.775026,602,LC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KELL06_1,501,REF,KELL06,1,3,-31.409635,117.775026,602,LC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KELL07_1,501,REF,KELL07,1,1,-31.367614,117.934036,503,SL,9B1,4,,,,,4,,,,,Not Applicable,Reserve,,3
501_REF_KELL07_1,501,REF,KELL07,1,2,-31.367614,117.934036,503,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL07_1,501,REF,KELL07,1,3,-31.367614,117.934036,503,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL07_1,501,REF,KELL07,1,4,-31.367614,117.934036,503,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL07_1,501,REF,KELL07,1,5,-31.367614,117.934036,503,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL07_1,501,REF,KELL07,1,6,-31.367614,117.934036,503,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL07A_1,501,REF,KELL07A,1,1,-31.367594,117.936822,503,SL,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KELL07A_1,501,REF,KELL07A,1,3,-31.367594,117.936822,503,SCL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL07A_1,501,REF,KELL07A,1,4,-31.367594,117.936822,503,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL07A_1,501,REF,KELL07A,1,5,-31.367594,117.936822,503,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL07A_1,501,REF,KELL07A,1,2,-31.367594,117.936822,503,S,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL08_1,501,REF,KELL08,1,1,-31.399209,117.757452,508,SL,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KELL08_1,501,REF,KELL08,1,2,-31.399209,117.757452,508,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL08_1,501,REF,KELL08,1,3,-31.399209,117.757452,508,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL08_1,501,REF,KELL08,1,4,-31.399209,117.757452,508,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL08_1,501,REF,KELL08,1,5,-31.399209,117.757452,508,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL08_1,501,REF,KELL08,1,6,-31.399209,117.757452,508,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KELL08_1,501,REF,KELL08,1,7,-31.399209,117.757452,508,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO01_1,501,REF,KO01,1,1,-33.496222,117.067728,404,LFS,9B1,4,,,,,4,,,,,Not Applicable,Reserve,,3
501_REF_KO01_1,501,REF,KO01,1,2,-33.496222,117.067728,404,LFS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO01_1,501,REF,KO01,1,3,-33.496222,117.067728,404,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO01_1,501,REF,KO01,1,4,-33.496222,117.067728,404,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO01_1,501,REF,KO01,1,5,-33.496222,117.067728,404,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO02_1,501,REF,KO02,1,4,-33.844455,117.082377,501,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO02_1,501,REF,KO02,1,5,-33.844455,117.082377,501,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO02_1,501,REF,KO02,1,1,-33.844455,117.082377,501,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO02_1,501,REF,KO02,1,2,-33.844455,117.082377,501,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO02_1,501,REF,KO02,1,3,-33.844455,117.082377,501,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO02A_1,501,REF,KO02A,1,1,-33.849404,117.080012,501,SL,9B1,6,,,,,6,,,,,Not Applicable,Reserve,,3
501_REF_KO02A_1,501,REF,KO02A,1,2,-33.849404,117.080012,501,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO02A_1,501,REF,KO02A,1,3,-33.849404,117.080012,501,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO02A_1,501,REF,KO02A,1,4,-33.849404,117.080012,501,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KO02A_1,501,REF,KO02A,1,5,-33.849404,117.080012,501,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KON02_1,501,REF,KON02,1,1,-32.388099,118.387657,544,SL,9B1,3,,,,,3,,,,,Not Applicable,Reserve,,3
501_REF_KON02_1,501,REF,KON02,1,2,-32.388099,118.387657,544,SL,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KON02_1,501,REF,KON02,1,3,-32.388099,118.387657,544,SL,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KON02_1,501,REF,KON02,1,4,-32.388099,118.387657,544,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KON02_1,501,REF,KON02,1,5,-32.388099,118.387657,544,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KON02_1,501,REF,KON02,1,6,-32.388099,118.387657,544,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KON03_1,501,REF,KON03,1,4,-32.397833,118.388337,408,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KON03_1,501,REF,KON03,1,3,-32.397833,118.388337,408,SL,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KON03_1,501,REF,KON03,1,2,-32.397833,118.388337,408,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KON03_1,501,REF,KON03,1,1,-32.397833,118.388337,408,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KON03_1,501,REF,KON03,1,5,-32.397833,118.388337,408,SCL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KON04_1,501,REF,KON04,1,1,-32.406361,118.383896,508,SCL,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KON04_1,501,REF,KON04,1,2,-32.406361,118.383896,508,MC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KON04_1,501,REF,KON04,1,3,-32.406361,118.383896,508,MC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KON04_1,501,REF,KON04,1,4,-32.406361,118.383896,508,MC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KON04_1,501,REF,KON04,1,5,-32.406361,118.383896,508,MC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KON05_1,501,REF,KON05,1,3,-32.406406,118.37975,542,LC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KON05_1,501,REF,KON05,1,6,-32.406406,118.37975,542,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KON05_1,501,REF,KON05,1,4,-32.406406,118.37975,542,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KON05_1,501,REF,KON05,1,2,-32.406406,118.37975,542,LC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KON05_1,501,REF,KON05,1,1,-32.406406,118.37975,542,CL,9B1,6,,,,,6,,,,,Not Applicable,Reserve,,3
501_REF_KON05_1,501,REF,KON05,1,5,-32.406406,118.37975,542,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG01_1,501,REF,KTG01,1,1,-33.612082,117.981561,508,SL,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KTG01_1,501,REF,KTG01,1,2,-33.612082,117.981561,508,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG01_1,501,REF,KTG01,1,3,-33.612082,117.981561,508,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG01_1,501,REF,KTG01,1,4,-33.612082,117.981561,508,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG01_1,501,REF,KTG01,1,5,-33.612082,117.981561,508,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG01_1,501,REF,KTG01,1,6,-33.612082,117.981561,508,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG04_1,501,REF,KTG04,1,3,-33.795985,117.686965,407,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG04_1,501,REF,KTG04,1,6,-33.795985,117.686965,407,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG04_1,501,REF,KTG04,1,4,-33.795985,117.686965,407,LC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG04_1,501,REF,KTG04,1,2,-33.795985,117.686965,407,LS,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG04_1,501,REF,KTG04,1,1,-33.795985,117.686965,407,LS,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KTG04_1,501,REF,KTG04,1,5,-33.795985,117.686965,407,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG05_1,501,REF,KTG05,1,1,-33.541811,117.554457,506,SL,9B1,3,,,,,3,,,,,Not Applicable,Reserve,,3
501_REF_KTG05_1,501,REF,KTG05,1,2,-33.541811,117.554457,506,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG05_1,501,REF,KTG05,1,3,-33.541811,117.554457,506,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG05_1,501,REF,KTG05,1,4,-33.541811,117.554457,506,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG05_1,501,REF,KTG05,1,5,-33.541811,117.554457,506,LS,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
501_REF_KTG05_1,501,REF,KTG05,1,6,-33.541811,117.554457,506,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG05_1,501,REF,KTG05,1,7,-33.541811,117.554457,506,MC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
501_REF_KTG06_1,501,REF,KTG06,1,2,-33.749975,117.664572,504,SL,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
