"X","Y","ID","OBS_NO","VALUE","OBSERVEDPROPERTY","PROJECT_CODE","SITE_ID","SAMPLEID","SAMPLEDATE","UPPERDEPTH","LOWERDEPTH","DIST_TYPE","O_ASC_ORD"
151.21732,-25.48636,"1051",1,29,"9B2","ABN",1,30,01/JAN/81,0,0.1,"0",""
151.21732,-25.48636,"1051",1,23,"9B2","ABN",1,31,01/JAN/81,0,0.1,"0",""
151.21732,-25.48636,"1051",1,5,"9B2","ABN",1,32,01/JAN/81,0.1,0.2,"0",""
150.53534,-25.3772,"105102",1,3,"9B2","ABN",102,30,01/JAN/81,0,0.1,"0",""
150.53534,-25.3772,"105102",1,2,"9B2","ABN",102,31,01/JAN/81,0,0.1,"0",""
150.53534,-25.3772,"105102",1,2,"9B2","ABN",102,32,01/JAN/81,0.1,0.2,"0",""
150.84275,-25.2692,"105111",1,13,"9B2","ABN",111,30,01/JAN/81,0,0.1,"1",""
150.84275,-25.2692,"105111",1,17,"9B2","ABN",111,31,01/JAN/81,0,0.1,"1",""
150.84275,-25.2692,"105111",1,16,"9B2","ABN",111,32,01/JAN/81,0.1,0.2,"1",""
150.8127,-25.31209,"105113",1,6,"9B2","ABN",113,30,01/JAN/81,0,0.1,"3",""
150.8127,-25.31209,"105113",1,3,"9B2","ABN",113,31,01/JAN/81,0,0.1,"3",""
150.8127,-25.31209,"105113",1,2,"9B2","ABN",113,32,01/JAN/81,0.1,0.2,"3",""
150.90229,-25.29985,"105119",1,18,"9B2","ABN",119,30,01/JAN/81,0,0.1,"0",""
150.90229,-25.29985,"105119",1,10,"9B2","ABN",119,31,01/JAN/81,0,0.1,"0",""
150.90229,-25.29985,"105119",1,2,"9B2","ABN",119,32,01/JAN/81,0.1,0.2,"0",""
150.8259,-25.40706,"10512",1,8,"9B2","ABN",12,30,01/JAN/81,0,0.1,"0","RU"
150.74081,-25.38682,"10513",1,3,"9B2","ABN",13,30,01/JAN/81,0,0.1,"0",""
150.74081,-25.38682,"10513",1,2,"9B2","ABN",13,31,01/JAN/81,0,0.1,"0",""
150.74081,-25.38682,"10513",1,2,"9B2","ABN",13,32,01/JAN/81,0.1,0.2,"0",""
150.8322,-25.13681,"105151",1,24,"9B2","ABN",151,30,01/JAN/81,0,0.1,"3",""
150.8322,-25.13681,"105151",1,27,"9B2","ABN",151,31,01/JAN/81,0,0.1,"3",""
150.8322,-25.13681,"105151",1,18,"9B2","ABN",151,32,01/JAN/81,0.1,0.2,"3",""
150.85438,-25.14435,"105153",1,24,"9B2","ABN",153,30,01/JAN/81,0,0.1,"3",""
150.85438,-25.14435,"105153",1,24,"9B2","ABN",153,31,01/JAN/81,0,0.1,"3",""
150.85438,-25.14435,"105153",1,16,"9B2","ABN",153,32,01/JAN/81,0.1,0.2,"3",""
150.86952,-25.41312,"10516",1,5,"9B2","ABN",16,30,01/JAN/81,0,0.1,"0",""
150.86952,-25.41312,"10516",1,4,"9B2","ABN",16,31,01/JAN/81,0,0.1,"0",""
150.86952,-25.41312,"10516",1,2,"9B2","ABN",16,32,01/JAN/81,0.1,0.2,"0",""
150.93159,-25.09354,"105160",1,35,"9B2","ABN",160,30,01/JAN/81,0,0.1,"3",""
150.93159,-25.09354,"105160",1,30,"9B2","ABN",160,31,01/JAN/81,0,0.1,"3",""
150.93159,-25.09354,"105160",1,32,"9B2","ABN",160,32,01/JAN/81,0.1,0.2,"3",""
151.00223,-25.10851,"105161",1,79,"9B2","ABN",161,30,01/JAN/81,0,0.1,"3",""
151.00223,-25.10851,"105161",1,138,"9B2","ABN",161,31,01/JAN/81,0,0.1,"3",""
151.00223,-25.10851,"105161",1,73,"9B2","ABN",161,32,01/JAN/81,0.1,0.2,"3",""
150.85019,-25.606,"10517",1,6,"9B2","ABN",17,30,01/JAN/81,0,0.1,"1","CH"
150.84376,-24.78718,"105170",1,33,"9B2","ABN",170,1,05/JAN/94,0,0.1,"1","VE"
150.77191,-25.69328,"10519",1,50,"9B2","ABN",19,30,01/JAN/81,0,0.1,"1",""
150.77191,-25.69328,"10519",1,16,"9B2","ABN",19,31,01/JAN/81,0,0.1,"1",""
150.77191,-25.69328,"10519",1,3,"9B2","ABN",19,32,01/JAN/81,0.1,0.2,"1",""
150.98572,-24.87492,"105194",1,8,"9B2","ABN",194,1,06/OCT/92,0,0.1,"","FE"
150.98572,-24.87492,"105194",1,8,"9B2","ABN",194,2,20/SEP/95,0,0.1,"","FE"
150.7761,-25.68251,"10520",1,14,"9B2","ABN",20,30,01/JAN/81,0,0.1,"3","DE"
150.78244,-25.66275,"10521",1,20,"9B2","ABN",21,30,01/JAN/81,0,0.1,"1","CH"
151.18695,-25.05446,"105228",1,31,"9B2","ABN",228,1,07/JUL/94,0,0.1,"7","VE"
150.7921,-25.62499,"10523",1,13,"9B2","ABN",23,30,01/JAN/81,0,0.1,"4",""
150.7921,-25.62499,"10523",1,10,"9B2","ABN",23,31,01/JAN/81,0,0.1,"4",""
150.7921,-25.62499,"10523",1,6,"9B2","ABN",23,32,01/JAN/81,0.1,0.2,"4",""
150.83563,-25.64054,"10524",1,12,"9B2","ABN",24,30,01/JAN/81,0,0.1,"3",""
150.83563,-25.64054,"10524",1,29,"9B2","ABN",24,31,01/JAN/81,0,0.1,"3",""
150.83563,-25.64054,"10524",1,26,"9B2","ABN",24,32,01/JAN/81,0.1,0.2,"3",""
151.32108,-24.88449,"105243",1,42,"9B2","ABN",243,1,19/MAY/93,0,0.1,"7","FE"
151.19453,-24.80627,"105250",1,37,"9B2","ABN",250,1,06/OCT/92,0,0.1,"3","DE"
151.21525,-24.81013,"105251",1,22,"9B2","ABN",251,1,19/MAY/93,0,0.1,"3","SO"
150.81363,-25.59056,"10526",1,40,"9B2","ABN",26,30,01/JAN/81,0,0.1,"1","DE"
151.23637,-25.06408,"105264",1,15,"9B2","ABN",264,1,19/MAY/93,0,0.1,"6","DE"
151.23637,-25.06408,"105264",1,12,"9B2","ABN",264,2,19/MAY/93,0,0.1,"6","DE"
151.23637,-25.06408,"105264",1,2,"9B2","ABN",264,3,19/MAY/93,0.14,0.2,"6","DE"
151.23637,-25.06408,"105264",1,2,"9B2","ABN",264,4,19/MAY/93,0.2,0.3,"6","DE"
151.23637,-25.06408,"105264",1,2,"9B2","ABN",264,7,19/MAY/93,0.5,0.6,"6","DE"
151.23637,-25.06408,"105264",1,2,"9B2","ABN",264,10,19/MAY/93,0.8,0.9,"6","DE"
151.23637,-25.06408,"105264",1,2,"9B2","ABN",264,13,19/MAY/93,1.1,1.2,"6","DE"
150.86271,-25.62965,"10528",1,14,"9B2","ABN",28,30,01/JAN/81,0,0.1,"1","CH"
150.87358,-25.63432,"10529",1,24,"9B2","ABN",29,30,01/JAN/81,0,0.1,"1",""
150.87358,-25.63432,"10529",1,27,"9B2","ABN",29,31,01/JAN/81,0,0.1,"1",""
150.87358,-25.63432,"10529",1,20,"9B2","ABN",29,32,01/JAN/81,0.1,0.2,"1",""
151.18149,-25.48773,"1053",1,94,"9B2","ABN",3,30,01/JAN/81,0,0.1,"0",""
151.18149,-25.48773,"1053",1,88,"9B2","ABN",3,31,01/JAN/81,0,0.1,"0",""
151.18149,-25.48773,"1053",1,96,"9B2","ABN",3,32,01/JAN/81,0.1,0.2,"0",""
150.87467,-24.9456,"105301",1,116,"9B2","ABN",301,1,19/MAY/93,0,0.1,"","VE"
150.80456,-24.71079,"105304",1,38,"9B2","ABN",304,1,19/MAY/93,0,0.1,"5","VE"
150.90414,-25.65192,"10531",1,8,"9B2","ABN",31,30,01/JAN/81,0,0.1,"1","CH"
150.91109,-25.65292,"10532",1,5,"9B2","ABN",32,30,01/JAN/81,0,0.1,"1",""
150.91109,-25.65292,"10532",1,2,"9B2","ABN",32,31,01/JAN/81,0,0.1,"1",""
150.91109,-25.65292,"10532",1,2,"9B2","ABN",32,32,01/JAN/81,0.1,0.2,"1",""
150.7541,-24.87884,"105326",1,105,"9B2","ABN",326,1,19/MAY/93,0,0.1,"5","CH"
151.01374,-25.46749,"105331",1,17,"9B2","ABN",331,1,19/MAY/93,0,0.1,"6","DE"
151.03607,-25.43981,"105334",1,12,"9B2","ABN",334,1,19/MAY/93,0,0.1,"5","DE"
150.93131,-25.51961,"10534",1,5,"9B2","ABN",34,30,01/JAN/81,0,0.1,"1","SO"
150.92747,-25.51143,"10535",1,29,"9B2","ABN",35,30,01/JAN/81,0,0.1,"1","CH"
150.67118,-24.92089,"105355",1,29,"9B2","ABN",355,1,02/SEP/94,0,0.1,"3","VE"
150.63161,-25.12606,"105364",1,18,"9B2","ABN",364,1,05/JAN/94,0,0.1,"3","VE"
150.93227,-25.49255,"10537",1,18,"9B2","ABN",37,30,01/JAN/81,0,0.1,"1",""
150.93227,-25.49255,"10537",1,10,"9B2","ABN",37,31,01/JAN/81,0,0.1,"1",""
150.93227,-25.49255,"10537",1,6,"9B2","ABN",37,32,01/JAN/81,0.1,0.2,"1",""
150.93913,-25.46917,"10539",1,11,"9B2","ABN",39,30,01/JAN/81,0,0.1,"1",""
150.93913,-25.46917,"10539",1,18,"9B2","ABN",39,31,01/JAN/81,0,0.1,"1",""
150.93913,-25.46917,"10539",1,12,"9B2","ABN",39,32,01/JAN/81,0.1,0.2,"1",""
151.15703,-25.46124,"1054",1,10,"9B2","ABN",4,30,01/JAN/81,0,0.1,"0","CH"
151.00732,-25.43491,"10540",1,21,"9B2","ABN",40,30,01/JAN/81,0,0.1,"1",""
151.00732,-25.43491,"10540",1,13,"9B2","ABN",40,31,01/JAN/81,0,0.1,"1",""
151.00732,-25.43491,"10540",1,5,"9B2","ABN",40,32,01/JAN/81,0.1,0.2,"1",""
151.06273,-25.38871,"10541",1,2,"9B2","ABN",41,30,01/JAN/81,0,0.1,"1",""
151.06273,-25.38871,"10541",1,2,"9B2","ABN",41,31,01/JAN/81,0,0.1,"1",""
151.06273,-25.38871,"10541",1,2,"9B2","ABN",41,32,01/JAN/81,0.1,0.2,"1",""
151.22274,-25.35417,"105410",1,143,"9B2","ABN",410,1,05/JAN/94,0,0.1,"3","DE"
150.63291,-25.03059,"105419",1,13,"9B2","ABN",419,1,05/JAN/94,0,0.1,"3","DE"
151.06273,-25.38871,"10542",1,10,"9B2","ABN",42,30,01/JAN/81,0,0.1,"1",""
151.06273,-25.38871,"10542",1,11,"9B2","ABN",42,31,01/JAN/81,0,0.1,"1",""
151.06273,-25.38871,"10542",1,5,"9B2","ABN",42,32,01/JAN/81,0.1,0.2,"1",""
151.44245,-24.85135,"105430",1,67,"9B2","ABN",430,1,05/JAN/94,0,0.1,"5","VE"
151.40464,-24.87656,"105436",1,289,"9B2","ABN",436,1,05/JAN/94,0,0.1,"4","DE"
150.71531,-25.63193,"10544",1,8,"9B2","ABN",44,30,01/JAN/81,0,0.1,"5",""
150.71531,-25.63193,"10544",1,8,"9B2","ABN",44,31,01/JAN/81,0,0.1,"5",""
150.71531,-25.63193,"10544",1,6,"9B2","ABN",44,32,01/JAN/81,0.1,0.2,"5",""
150.72977,-25.63035,"10545",1,7,"9B2","ABN",45,30,01/JAN/81,0,0.1,"4","CH"
150.75581,-25.59555,"10546",1,4,"9B2","ABN",46,30,01/JAN/81,0,0.1,"0",""
150.75581,-25.59555,"10546",1,7,"9B2","ABN",46,31,01/JAN/81,0,0.1,"0",""
150.75581,-25.59555,"10546",1,3,"9B2","ABN",46,32,01/JAN/81,0.1,0.2,"0",""
151.2038,-24.7468,"105477",1,55,"9B2","ABN",477,1,02/SEP/94,0,0.1,"2","DE"
150.4089,-25.57537,"10548",1,8,"9B2","ABN",48,30,01/JAN/81,0,0.1,"0","KA"
151.35185,-24.6835,"105491",1,39,"9B2","ABN",491,1,05/JAN/94,0,0.1,"1","FE"
151.32147,-24.67142,"105493",1,61,"9B2","ABN",493,1,02/SEP/94,0,0.1,"4",""
151.10588,-24.78261,"105499",1,19,"9B2","ABN",499,1,05/JAN/94,0,0.1,"3","SO"
150.42368,-25.489,"10551",1,3,"9B2","ABN",51,30,01/JAN/81,0,0.1,"1","CH"
151.00605,-24.58717,"105518",1,44,"9B2","ABN",518,1,02/SEP/94,0,0.1,"2","DE"
151.00605,-24.58717,"105518",1,27,"9B2","ABN",518,2,02/SEP/94,0,0.1,"2","DE"
151.00605,-24.58717,"105518",1,5,"9B2","ABN",518,4,02/SEP/94,0.2,0.3,"2","DE"
151.00605,-24.58717,"105518",1,2,"9B2","ABN",518,7,02/SEP/94,0.5,0.6,"2","DE"
151.06577,-24.6265,"105520",1,13,"9B2","ABN",520,1,05/JAN/94,0,0.1,"2","DE"
150.45205,-25.46422,"10553",1,3,"9B2","ABN",53,30,01/JAN/81,0,0.1,"0","SO"
150.47583,-25.32475,"10559",1,5,"9B2","ABN",59,30,01/JAN/81,0,0.1,"0","SO"
150.50159,-25.32744,"10561",1,6,"9B2","ABN",61,30,01/JAN/81,0,0.1,"0",""
150.50159,-25.32744,"10561",1,8,"9B2","ABN",61,31,01/JAN/81,0,0.1,"0",""
150.50159,-25.32744,"10561",1,3,"9B2","ABN",61,32,01/JAN/81,0.1,0.2,"0",""
151.0641,-25.09895,"105637",1,134,"9B2","ABN",637,1,07/JUL/94,0,0.1,"4","VE"
150.61424,-25.35594,"10564",1,2,"9B2","ABN",64,30,01/JAN/81,0,0.1,"1","DE"
150.57184,-25.3399,"10565",1,7,"9B2","ABN",65,30,01/JAN/81,0,0.1,"0","CH"
151.4399,-25.24883,"105663",1,7,"9B2","ABN",663,1,02/SEP/94,0,0.1,"2","CH"
151.15709,-25.28691,"105669",1,33,"9B2","ABN",669,1,02/SEP/94,0,0.1,"2","DE"
150.72396,-25.38476,"10567",1,4,"9B2","ABN",67,30,01/JAN/81,0,0.1,"0","SO"
151.32771,-25.12563,"105673",1,25,"9B2","ABN",673,1,07/JUL/94,0,0.1,"4","SO"
151.04858,-25.52664,"10570",1,32,"9B2","ABN",70,30,01/JAN/81,0,0.1,"0","CH"
151.03324,-25.49123,"10572",1,4,"9B2","ABN",72,30,01/JAN/81,0,0.1,"0","SO"
151.84373,-25.30573,"105729",1,4,"9B2","ABN",729,1,07/JUL/94,0,0.1,"3","DE"
151.03435,-25.48402,"10573",1,3,"9B2","ABN",73,30,01/JAN/81,0,0.1,"0",""
151.03435,-25.48402,"10573",1,6,"9B2","ABN",73,31,01/JAN/81,0,0.1,"0",""
151.03435,-25.48402,"10573",1,5,"9B2","ABN",73,32,01/JAN/81,0.1,0.2,"0",""
151.73801,-25.19358,"105749",1,4,"9B2","ABN",749,1,07/JUL/94,0,0.1,"3","CH"
151.84856,-25.26694,"105760",1,4,"9B2","ABN",760,1,07/JUL/94,0,0.1,"3","SO"
151.85476,-25.31575,"105761",1,8,"9B2","ABN",761,1,07/JUL/94,0,0.1,"","VE"
151.5367,-25.23122,"105766",1,6,"9B2","ABN",766,1,02/SEP/94,0,0.1,"3","CH"
151.5367,-25.23122,"105766",1,4,"9B2","ABN",766,2,02/SEP/94,0,0.1,"3","CH"
151.5367,-25.23122,"105766",1,2,"9B2","ABN",766,3,02/SEP/94,0.2,0.3,"3","CH"
151.5367,-25.23122,"105766",1,2,"9B2","ABN",766,6,02/SEP/94,0.5,0.6,"3","CH"
151.56217,-25.2536,"105768",1,23,"9B2","ABN",768,1,07/JUL/94,0,0.1,"3","CH"
151.05506,-25.43329,"10577",1,7,"9B2","ABN",77,30,01/JAN/81,0,0.1,"0","DE"
151.48535,-25.12931,"105779",1,55,"9B2","ABN",779,1,07/JUL/94,0,0.1,"3","CH"
150.92781,-25.43381,"10579",1,17,"9B2","ABN",79,30,01/JAN/81,0,0.1,"3","RU"
151.00456,-25.42133,"10580",1,11,"9B2","ABN",80,30,01/JAN/81,0,0.1,"3",""
151.00456,-25.42133,"10580",1,10,"9B2","ABN",80,31,01/JAN/81,0,0.1,"3",""
151.00456,-25.42133,"10580",1,5,"9B2","ABN",80,32,01/JAN/81,0.1,0.2,"3",""
151.77866,-25.24652,"105803",1,5,"9B2","ABN",803,1,02/SEP/94,0,0.1,"3","CH"
151.77866,-25.24652,"105803",1,6,"9B2","ABN",803,2,02/SEP/94,0,0.1,"3","CH"
151.77866,-25.24652,"105803",1,2,"9B2","ABN",803,7,02/SEP/94,0.5,0.6,"3","CH"
151.61253,-25.17983,"105812",1,6,"9B2","ABN",812,1,07/JUL/94,0,0.1,"2","CH"
150.61159,-24.74574,"105829",1,94,"9B2","ABN",829,1,02/SEP/94,0,0.1,"4","VE"
151.04919,-25.39665,"10583",1,14,"9B2","ABN",83,30,01/JAN/81,0,0.1,"0","SO"
150.6301,-25.05031,"105830",1,58,"9B2","ABN",830,1,02/SEP/94,0,0.1,"2","SO"
151.13698,-25.24478,"105831",1,11,"9B2","ABN",831,1,02/SEP/94,0,0.1,"3","SO"
151.05405,-25.37235,"10584",1,13,"9B2","ABN",84,30,01/JAN/81,0,0.1,"0","DE"
151.10355,-25.38428,"10586",1,5,"9B2","ABN",86,30,01/JAN/81,0,0.1,"3",""
151.10355,-25.38428,"10586",1,5,"9B2","ABN",86,31,01/JAN/81,0,0.1,"3",""
151.10355,-25.38428,"10586",1,2,"9B2","ABN",86,32,01/JAN/81,0.1,0.2,"3",""
150.9249,-25.45814,"1059",1,17,"9B2","ABN",9,30,01/JAN/81,0,0.1,"0","SO"
150.71045,-25.41569,"10593",1,11,"9B2","ABN",93,30,01/JAN/81,0,0.1,"0",""
150.71045,-25.41569,"10593",1,15,"9B2","ABN",93,31,01/JAN/81,0,0.1,"0",""
150.71045,-25.41569,"10593",1,8,"9B2","ABN",93,32,01/JAN/81,0.1,0.2,"0",""
150.65633,-25.41348,"10599",1,6,"9B2","ABN",99,30,01/JAN/81,0,0.1,"0",""
150.65633,-25.41348,"10599",1,4,"9B2","ABN",99,31,01/JAN/81,0,0.1,"0",""
150.65633,-25.41348,"10599",1,3,"9B2","ABN",99,32,01/JAN/81,0.1,0.2,"0",""
153.25164,-27.52833,"1066000",1,7,"9B2","RHS",6000,30,01/JAN/80,0,0.1,"","FE"
153.25164,-27.52833,"1066000",1,5,"9B2","RHS",6000,31,01/JAN/80,0,0.1,"","FE"
153.25164,-27.52833,"1066000",1,3,"9B2","RHS",6000,32,01/JAN/80,0.11,0.2,"","FE"
153.24135,-27.52951,"1066001",1,8,"9B2","RHS",6001,30,01/JAN/80,0,0.1,"","KU"
153.24135,-27.52951,"1066001",1,6,"9B2","RHS",6001,31,01/JAN/80,0,0.1,"","KU"
153.24135,-27.52951,"1066001",1,6,"9B2","RHS",6001,32,01/JAN/80,0.11,0.2,"","KU"
153.24534,-27.53058,"1066002",1,4,"9B2","RHS",6002,30,01/JAN/80,0,0.1,"","DE"
153.24534,-27.53058,"1066002",1,4,"9B2","RHS",6002,31,01/JAN/80,0,0.1,"","DE"
153.24534,-27.53058,"1066002",1,3,"9B2","RHS",6002,32,01/JAN/80,0.11,0.25,"","DE"
153.24705,-27.52821,"1066003",1,7,"9B2","RHS",6003,30,01/JAN/80,0,0.1,"","SO"
153.24705,-27.52821,"1066003",1,6,"9B2","RHS",6003,31,01/JAN/80,0,0.1,"","SO"
153.24705,-27.52821,"1066003",1,3,"9B2","RHS",6003,32,01/JAN/80,0.11,0.2,"","SO"
151.91112,-28.17259,"1091",1,11,"9B2","SRM",1,1,08/NOV/95,0,0.1,"","SO"
151.76022,-28.18494,"10910",1,18,"9B2","SRM",10,1,04/AUG/06,0,0.1,"","SO"
151.52099,-27.12021,"10911",1,8,"9B2","SRM",11,1,22/AUG/95,0,0.1,"","KU"
151.58163,-27.27058,"10913",1,14,"9B2","SRM",13,1,04/AUG/06,0,0.1,"","SO"
151.90225,-28.89186,"10914",1,11,"9B2","SRM",14,1,22/SEP/95,0,0.1,"","SO"
152.01573,-28.20507,"10915",1,41,"9B2","SRM",15,1,22/AUG/95,0,0.1,"4","KA"
151.56708,-28.07836,"10916",1,14,"9B2","SRM",16,1,23/MAR/95,0,0.1,"1","SO"
151.82686,-28.60974,"10917",1,31,"9B2","SRM",17,1,21/APR/95,0,0.1,"","TE"
151.86554,-28.14785,"10918",1,52,"9B2","SRM",18,1,22/AUG/95,0,0.1,"","VE"
151.81725,-28.18715,"10919",1,39,"9B2","SRM",19,1,22/AUG/95,0,0.1,"","CH"
151.92694,-28.22055,"1092",1,18,"9B2","SRM",2,1,22/FEB/95,0,0.1,"",""
151.56545,-28.04846,"1093",1,11,"9B2","SRM",3,1,19/APR/95,0,0.1,"","KU"
151.94582,-28.57822,"1095",1,22,"9B2","SRM",5,1,09/NOV/95,0,0.1,"","KU"
152.0155,-28.22989,"1096",1,15,"9B2","SRM",6,1,22/AUG/95,0,0.1,"3","CH"
151.91341,-28.448,"1097",1,15,"9B2","SRM",7,1,06/NOV/95,0,0.1,"","TE"
151.65036,-28.64048,"1098",1,24,"9B2","SRM",8,1,06/JUN/95,0,0.1,"","TE"
151.91341,-28.448,"1099",1,55,"9B2","SRM",9,1,09/NOV/95,0,0.1,"","CH"
151.53068,-27.53362,"1131",1,6,"9B2","RIT",1,31,01/JAN/77,0,0.1,"",""
151.53769,-27.53911,"11310",1,8,"9B2","RIT",10,31,01/JAN/77,0,0.1,"",""
151.53066,-27.53543,"1132",1,15,"9B2","RIT",2,31,01/JAN/77,0,0.1,"",""
151.53163,-27.53815,"1133",1,34,"9B2","RIT",3,31,01/JAN/77,0,0.1,"",""
151.5316,-27.54086,"1134",1,7,"9B2","RIT",4,31,01/JAN/77,0,0.1,"",""
151.5356,-27.54451,"1135",1,5,"9B2","RIT",5,31,01/JAN/77,0,0.1,"",""
151.53651,-27.55174,"1136",1,12,"9B2","RIT",6,31,01/JAN/77,0,0.1,"",""
151.53746,-27.55716,"1137",1,21,"9B2","RIT",7,31,01/JAN/77,0,0.1,"",""
151.54968,-27.55188,"1138",1,18,"9B2","RIT",8,31,01/JAN/77,0,0.1,"",""
151.54971,-27.54917,"1139",1,8,"9B2","RIT",9,31,01/JAN/77,0,0.1,"",""
152.49881,-26.02642,"1179000",1,37,"9B2","GCL",9000,1,11/FEB/02,0,0.1,"5","DE"
152.51449,-25.99651,"1179001",1,16,"9B2","GCL",9001,1,11/FEB/02,0,0.1,"5","DE"
152.52907,-25.99772,"1179002",1,20,"9B2","GCL",9002,1,11/FEB/02,0,0.1,"4","SO"
152.53585,-25.96901,"1179003",1,112,"9B2","GCL",9003,1,11/FEB/02,0,0.1,"3","VE"
152.5616,-26.04304,"1179004",1,18,"9B2","GCL",9004,1,12/FEB/02,0,0.1,"5","HY"
152.49875,-25.94508,"1179005",1,75,"9B2","GCL",9005,1,12/FEB/02,0,0.1,"4","RU"
152.48302,-25.9169,"1179006",1,5,"9B2","GCL",9006,1,12/FEB/02,0,0.1,"4","HY"
152.48306,-25.9025,"1179007",1,90,"9B2","GCL",9007,1,12/FEB/02,0,0.1,"5","DE"
152.5006,-25.93168,"1179008",1,145,"9B2","GCL",9008,1,20/FEB/02,0,0.1,"5","DE"
152.51418,-25.90122,"1179009",1,11,"9B2","GCL",9009,1,20/FEB/02,0,0.1,"3","SO"
146.68848,-22.36936,"122208",1,22,"9B2","CHM",208,1,30/MAY/07,0,0.11,"","TE"
146.69663,-22.3789,"122210",1,19,"9B2","CHM",210,1,30/MAY/07,0,0.1,"","TE"
146.69432,-22.35147,"122215",1,23,"9B2","CHM",215,1,31/MAY/07,0,0.1,"","TE"
146.84698,-21.6296,"122217",1,7,"9B2","CHM",217,1,12/JUL/07,0,0.1,"","CH"
146.85297,-21.61916,"122219",1,3,"9B2","CHM",219,1,12/JUL/07,0,0.1,"","KA"
147.58703,-23.37323,"1231",1,47,"9B2","CQM",1,1,10/APR/91,0,0.05,"2","CH"
144.26493,-22.54878,"1231175",1,15,"9B2","CQM",1175,1,09/FEB/09,0,0.1,"1","VE"
144.44021,-22.54763,"1231176",1,13,"9B2","CQM",1176,1,09/FEB/09,0,0.1,"3","VE"
144.46624,-22.55475,"1231177",1,19,"9B2","CQM",1177,1,09/FEB/09,0,0.1,"1","DE"
143.7934,-23.78498,"1231178",1,16,"9B2","CQM",1178,1,09/FEB/09,0,0.1,"2","DE"
143.79313,-23.78479,"1231179",1,26,"9B2","CQM",1179,1,09/FEB/09,0,0.1,"2","CH"
143.78765,-23.80039,"1231180",1,13,"9B2","CQM",1180,1,09/FEB/09,0,0.05,"1","VE"
145.97836,-23.58116,"1231181",1,10,"9B2","CQM",1181,1,20/FEB/09,0,0.1,"3","CH"
145.90431,-23.48833,"1231182",1,6,"9B2","CQM",1182,1,20/FEB/09,0,0.1,"2","SO"
145.90334,-23.49594,"1231183",1,15,"9B2","CQM",1183,1,20/FEB/09,0.01,0.1,"4","VE"
144.58496,-20.84393,"1231184",1,1,"9B2","CQM",1184,1,10/SEP/09,0,0.1,"3","KA"
144.56093,-20.79441,"1231185",1,1,"9B2","CQM",1185,1,10/SEP/09,0,0.03,"1","VE"
142.95621,-22.22349,"1231188",1,3,"9B2","CQM",1188,1,09/SEP/09,0,0.05,"1","VE"
142.96842,-22.24081,"1231190",1,7,"9B2","CQM",1190,1,09/SEP/09,0.02,0.1,"1","DE"
140.26933,-22.92772,"1231192",1,9,"9B2","CQM",1192,1,10/SEP/09,0,0.1,"1","VE"
140.31812,-22.90847,"1231194",1,6,"9B2","CQM",1194,1,10/SEP/09,0,0.1,"1","DE"
150.69202,-23.71576,"12317",1,7,"9B2","CQM",17,1,23/AUG/96,0,0.1,"7","VE"
150.54656,-23.16918,"12318",1,10,"9B2","CQM",18,1,23/AUG/96,0,0.1,"5","VE"
147.58751,-23.37286,"1232",1,50,"9B2","CQM",2,1,10/APR/91,0,0.1,"2","CH"
150.9342,-23.84694,"12332",1,37,"9B2","CQM",32,1,30/OCT/97,0,0.1,"","DE"
151.0802,-23.7644,"123456",1,49,"9B2","CQM",456,1,19/MAR/92,0,0.1,"7","KA"
149.46881,-24.14781,"12347",1,3,"9B2","CQM",47,1,03/SEP/01,0,0.1,"","TE"
149.46881,-24.14781,"12347",1,1,"9B2","CQM",47,3,03/SEP/01,0.5,0.6,"","TE"
149.46856,-24.14616,"12348",1,2,"9B2","CQM",48,4,03/SEP/01,1.3,1.4,"","DE"
149.46991,-24.14709,"12353",1,3,"9B2","CQM",53,1,03/SEP/01,0,0.1,"","SO"
149.46991,-24.14709,"12353",1,0.67,"9B2","CQM",53,5,03/SEP/01,1.1,1.2,"","SO"
150.39273,-23.11652,"12360",1,1,"9B2","CQM",60,1,16/OCT/01,0,0.1,"","VE"
150.39273,-23.11652,"12360",1,1,"9B2","CQM",60,2,16/OCT/01,0.4,0.5,"","VE"
150.59558,-23.41733,"12363",1,9,"9B2","CQM",63,1,26/MAR/02,0,0.1,"","SO"
150.59558,-23.41733,"12363",1,3,"9B2","CQM",63,3,17/JAN/02,0.2,0.3,"","SO"
150.59543,-23.41798,"12364",1,55,"9B2","CQM",64,1,26/MAR/02,0,0.1,"","SO"
150.59543,-23.41798,"12364",1,33,"9B2","CQM",64,2,17/JAN/02,0,0.05,"","SO"
150.59543,-23.41798,"12364",1,2,"9B2","CQM",64,4,17/JAN/02,0.2,0.3,"","SO"
150.59543,-23.41798,"12364",1,1,"9B2","CQM",64,6,17/JAN/02,0.5,0.6,"","SO"
150.59536,-23.41855,"12365",1,14,"9B2","CQM",65,3,17/JAN/02,0.2,0.3,"","SO"
150.14324,-24.97757,"12372",1,7.9,"9B2","CQM",72,1,08/APR/03,0,0.1,"","VE"
150.14026,-24.98216,"12375",1,13.9,"9B2","CQM",75,1,08/APR/03,0,0.1,"","VE"
153.15398,-27.01904,"1241",1,3,"9B2","LYN",1,1,02/APR/02,0,0.1,"8","PO"
153.15398,-27.01904,"1241",1,0.5,"9B2","LYN",1,2,02/APR/02,0.2,0.3,"8","PO"
