"","X1","X2","X3","X4","X5","X6"
"526",1146,100,100,100,100,"Hypergypsic Rudosol"
"527",1147,100,100,100,100,"Sesqui-Nodular Rudosol"
"528",1148,100,100,100,100,"Garbic Rudosol"
"529",1201,100,100,100,100,"Red Calcarasol"
"530",1202,100,100,100,100,"Brown Calcarasol"
"531",1203,100,100,100,100,"Leptic Calcarasol"
"532",1204,100,100,100,100,"Bleached-Orthic Calcarasol"
"533",1205,100,100,100,100,"Chernic Calcarasol"
"534",1206,100,100,100,100,"Brown-Orthic Calcarasol"
"535",1207,100,100,100,100,"Semiaquic Calcarasol"
"536",1208,100,100,100,100,"Aeric Calcarasol"
"537",1209,100,100,100,100,"Yellow Calcarasol"
"538",1210,100,100,100,100,"Oxyaquic Calcarasol"
"539",1211,100,100,100,100,"Brown-Orthic Calcarasol"
"540",1212,100,100,100,100,"Arenic Calcarasol"
"541",1213,100,100,100,100,"Clastic Calcarasol"
"542",1214,100,100,100,100,"Grey Calcarasol"
"543",1215,100,100,100,100,"Black Calcarasol"
"544",1216,100,100,100,100,"Shelly Calcarasol"
"545",1217,100,100,100,100,"Redoxic Calcarasol"
"546",1218,100,100,100,100,"Grey-Orthic Calcarasol"
"547",1219,100,100,100,100,"Stratic Calcarasol"
"548",1220,100,100,100,100,"Spolic Calcarasol"
"549",1221,100,100,100,100,"Aquic Calcarasol"
"550",1222,100,100,100,100,"Chernic-Leptic Calcarasol"
"551",1223,100,100,100,100,"Lutic Calcarasol"
"552",1224,100,100,100,100,"Supratidal Calcarasol"
"553",1225,100,100,100,100,"Extratidal Calcarasol"
"554",1226,100,100,100,100,"Hemic Calcarasol"
"555",1227,100,100,100,100,"Sapric Calcarasol"
"556",1228,100,100,100,100,"Fibric Calcarasol"
"557",1229,100,100,100,100," Bleached-Leptic Calcarasol"
"558",1230,100,100,100,100,"Red-Orthic Calcarasol"
"559",1231,100,100,100,100,"Salic Calcarasol"
"560",1232,100,100,100,100,"Hypersalic Calcarasol"
"561",1233,100,100,100,100,"Calcic Calcarasol"
"562",1234,100,100,100,100,"Hypocalcic Calcarasol"
"563",1235,100,100,100,100,"Hortic Calcarasol"
"564",1236,100,100,100,100,"Dredgic Calcarasol"
"565",1237,100,100,100,100,"Black-Orthic Calcarasol"
"566",1238,100,100,100,100,"Cumulic Calcarasol"
"567",1239,100,100,100,100,"Urbic Calcarasol"
"568",1240,100,100,100,100,"Carbic Calcarasol"
"569",1241,100,100,100,100,"Hypercalcic Calcarasol"
"570",1242,100,100,100,100,"Scalpic Calcarasol"
"571",1243,100,100,100,100,"Lithocalcic Calcarasol"
"572",1244,100,100,100,100,"Calcenic Calcarasol"
"573",1245,100,100,100,100,"Supracalcic Calcarasol"
"574",1246,100,100,100,100,"Hypergypsic Calcarasol"
"575",1247,100,100,100,100,"Sesqui-Nodular Calcarasol"
"576",1248,100,100,100,100,"Garbic Calcarasol"
"577",1301,100,100,100,100,"Red Organosol"
"578",1302,100,100,100,100,"Brown Organosol"
"579",1303,100,100,100,100,"Leptic Organosol"
"580",1304,100,100,100,100,"Bleached-Orthic Organosol"
"581",1305,100,100,100,100,"Chernic Organosol"
"582",1306,100,100,100,100,"Brown-Orthic Organosol"
"583",1307,100,100,100,100,"Semiaquic Organosol"
"584",1308,100,100,100,100,"Aeric Organosol"
"585",1309,100,100,100,100,"Yellow Organosol"
"586",1310,100,100,100,100,"Oxyaquic Organosol"
"587",1311,100,100,100,100,"Brown-Orthic Organosol"
"588",1312,100,100,100,100,"Arenic Organosol"
"589",1313,100,100,100,100,"Clastic Organosol"
"590",1314,100,100,100,100,"Grey Organosol"
"591",1315,100,100,100,100,"Black Organosol"
"592",1316,100,100,100,100,"Shelly Organosol"
"593",1317,100,100,100,100,"Redoxic Organosol"
"594",1318,100,100,100,100,"Grey-Orthic Organosol"
"595",1319,100,100,100,100,"Stratic Organosol"
"596",1320,100,100,100,100,"Spolic Organosol"
"597",1321,100,100,100,100,"Aquic Organosol"
"598",1322,100,100,100,100,"Chernic-Leptic Organosol"
"599",1323,100,100,100,100,"Lutic Organosol"
"600",1324,100,100,100,100,"Supratidal Organosol"
"601",1325,100,100,100,100,"Extratidal Organosol"
"602",1326,100,100,100,100,"Hemic Organosol"
"603",1327,100,100,100,100,"Sapric Organosol"
"604",1328,100,100,100,100,"Fibric Organosol"
"605",1329,100,100,100,100," Bleached-Leptic Organosol"
"606",1330,100,100,100,100,"Red-Orthic Organosol"
"607",1331,100,100,100,100,"Salic Organosol"
"608",1332,100,100,100,100,"Hypersalic Organosol"
"609",1333,100,100,100,100,"Calcic Organosol"
"610",1334,100,100,100,100,"Hypocalcic Organosol"
"611",1335,100,100,100,100,"Hortic Organosol"
"612",1336,100,100,100,100,"Dredgic Organosol"
"613",1337,100,100,100,100,"Black-Orthic Organosol"
"614",1338,100,100,100,100,"Cumulic Organosol"
"615",1339,100,100,100,100,"Urbic Organosol"
"616",1340,100,100,100,100,"Carbic Organosol"
"617",1341,100,100,100,100,"Hypercalcic Organosol"
"618",1342,100,100,100,100,"Scalpic Organosol"
"619",1343,100,100,100,100,"Lithocalcic Organosol"
"620",1344,100,100,100,100,"Calcenic Organosol"
"621",1345,100,100,100,100,"Supracalcic Organosol"
"622",1346,100,100,100,100,"Hypergypsic Organosol"
"623",1347,100,100,100,100,"Sesqui-Nodular Organosol"
"624",1348,100,100,100,100,"Garbic Organosol"
"625",1401,100,100,100,100,"Red Anthroposol"
"626",1402,100,100,100,100,"Brown Anthroposol"
"627",1403,100,100,100,100,"Leptic Anthroposol"
"628",1404,100,100,100,100,"Bleached-Orthic Anthroposol"
"629",1405,100,100,100,100,"Chernic Anthroposol"
"630",1406,100,100,100,100,"Brown-Orthic Anthroposol"
"631",1407,100,100,100,100,"Semiaquic Anthroposol"
"632",1408,100,100,100,100,"Aeric Anthroposol"
"633",1409,100,100,100,100,"Yellow Anthroposol"
"634",1410,100,100,100,100,"Oxyaquic Anthroposol"
"635",1411,100,100,100,100,"Brown-Orthic Anthroposol"
"636",1412,100,100,100,100,"Arenic Anthroposol"
"637",1413,100,100,100,100,"Clastic Anthroposol"
"638",1414,100,100,100,100,"Grey Anthroposol"
"639",1415,100,100,100,100,"Black Anthroposol"
"640",1416,100,100,100,100,"Shelly Anthroposol"
"641",1417,100,100,100,100,"Redoxic Anthroposol"
"642",1418,100,100,100,100,"Grey-Orthic Anthroposol"
"643",1419,100,100,100,100,"Stratic Anthroposol"
"644",1420,100,100,100,100,"Spolic Anthroposol"
"645",1421,100,100,100,100,"Aquic Anthroposol"
"646",1422,100,100,100,100,"Chernic-Leptic Anthroposol"
"647",1423,100,100,100,100,"Lutic Anthroposol"
"648",1424,100,100,100,100,"Supratidal Anthroposol"
"649",1425,100,100,100,100,"Extratidal Anthroposol"
"650",1426,100,100,100,100,"Hemic Anthroposol"
"651",1427,100,100,100,100,"Sapric Anthroposol"
"652",1428,100,100,100,100,"Fibric Anthroposol"
"653",1429,100,100,100,100," Bleached-Leptic Anthroposol"
"654",1430,100,100,100,100,"Red-Orthic Anthroposol"
"655",1431,100,100,100,100,"Salic Anthroposol"
"656",1432,100,100,100,100,"Hypersalic Anthroposol"
"657",1433,100,100,100,100,"Calcic Anthroposol"
"658",1434,100,100,100,100,"Hypocalcic Anthroposol"
"659",1435,100,100,100,100,"Hortic Anthroposol"
"660",1436,100,100,100,100,"Dredgic Anthroposol"
"661",1437,100,100,100,100,"Black-Orthic Anthroposol"
"662",1438,100,100,100,100,"Cumulic Anthroposol"
"663",1439,100,100,100,100,"Urbic Anthroposol"
"664",1440,100,100,100,100,"Carbic Anthroposol"
"665",1441,100,100,100,100,"Hypercalcic Anthroposol"
"666",1442,100,100,100,100,"Scalpic Anthroposol"
"667",1443,100,100,100,100,"Lithocalcic Anthroposol"
"668",1444,100,100,100,100,"Calcenic Anthroposol"
"669",1445,100,100,100,100,"Supracalcic Anthroposol"
"670",1446,100,100,100,100,"Hypergypsic Anthroposol"
"671",1447,100,100,100,100,"Sesqui-Nodular Anthroposol"
"672",1448,100,100,100,100,"Garbic Anthroposol"
